Salary,DOJ,DOL,Designation,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Period,12GradAge,gyear,GradAge,AverageScore,Acadperf
200000,2014-07-01,2015-03-01,technical support engineer,Bengaluru,m,1992,73.0,cbse,2009,62.12,cbse,2,B.Tech/B.E.,CS,53.0,Karnataka,1970-01-01 00:00:00.000002014,500,460,510,0.622642915849938,0,0,407,0,0,0,0,-2.1698,-0.1206,-0.2974,-0.1076,0.0973,1,17,1970,22,490.0,152.78666666666666
400000,2011-06-01,2014-05-01,project engineer,Bengaluru,m,1988,64.0,state,2005,75.0,state,2,B.Tech/B.E.,CS,70.0,Uttar Pradesh,1970-01-01 00:00:00.000002010,645,445,445,0.377551419424541,375,0,0,0,0,0,0,-2.1175,0.6568,0.9623,-0.8778,0.8183,3,17,1970,18,511.6666666666667,162.33333333333334
470000,2011-07-01,2015-01-01,software engineer,Chennai,m,1988,80.2,cbse,2006,73.0,cbse,2,B.Tech/B.E.,EC,73.0,Uttar Pradesh,1970-01-01 00:00:00.000002011,625,615,575,0.538386892985096,575,333,0,0,0,446,0,0.8192,1.7488,1.2525,-0.0552,0.6603,4,18,1970,18,605.0,177.53333333333333
400000,2012-09-01,2022-09-23,software test engineer,Bengaluru,m,1986,58.6,cbse,2007,57.8,cbse,2,B.Tech/B.E.,CS,55.0,Karnataka,1970-01-01 00:00:00.000002013,605,530,620,0.635978756456794,445,0,0,0,0,0,0,0.1282,0.7119,1.3933,-0.995,-0.4776,10,21,1970,16,585.0,134.73333333333335
700000,2011-08-01,2022-09-23,senior software engineer,Gurgaon,m,1988,81.6,icse,2008,75.6,state,1,B.Tech/B.E.,EC,82.1,Punjab,1970-01-01 00:00:00.000002011,555,554,605,0.694479327708463,0,366,0,0,0,0,0,-1.8083,-0.4353,0.672,-1.3478,-0.9194,11,20,1970,18,571.3333333333334,184.56666666666666
700000,2014-01-01,2022-09-23,business technology analyst,Bengaluru,f,1991,92.2,cbse,2009,81.8,cbse,1,B.Tech/B.E.,EC,85.5,Punjab,1970-01-01 00:00:00.000002013,580,655,750,0.694479327708463,435,366,0,0,0,0,0,0.1282,0.3789,0.4711,-1.3753,1.0554,8,18,1970,21,661.6666666666666,202.5
210000,2014-07-01,2022-09-23,java software engineer,Bengaluru,m,1991,89.76,state,2009,84.17,state,2,B.Tech/B.E.,CS,68.01,Karnataka,1970-01-01 00:00:00.000002013,555,525,425,0.765673581234011,485,0,0,0,0,0,0,1.1336,1.0449,-0.4511,-0.2344,0.6721,8,18,1970,21,501.6666666666667,196.60000000000002
240000,2013-05-01,2014-04-01,technical support engineer,Bengaluru,m,1990,77.0,cbse,2008,66.0,cbse,2,B.Tech/B.E.,CS,64.25,Karnataka,1970-01-01 00:00:00.000002013,770,565,430,0.744758354008939,555,0,438,0,0,0,0,-1.0208,-0.2871,0.1637,-0.3612,1.0554,1,18,1970,20,588.3333333333334,164.41666666666666
180000,2011-07-01,2013-06-01,software engineer,New Delhi,m,1990,83.0,state,2006,67.0,state,2,B.Tech/B.E.,CS,58.0,Uttar Pradesh,1970-01-01 00:00:00.000002011,445,445,495,0.484590699882873,404,0,0,0,0,0,0,-0.5719,0.9688,0.5269,0.0623,-0.1295,2,16,1970,20,461.6666666666667,169.33333333333334
235000,2013-09-01,2014-06-01,sales executive,Noida,m,1992,50.5,state,2009,55.0,state,2,B.Tech/B.E.,CS,64.5,Uttar Pradesh,1970-01-01 00:00:00.000002013,475,435,440,0.622642915849938,295,0,407,0,0,0,0,0.7027,0.0459,0.3174,0.2727,0.2889,1,17,1970,22,450.0,127.0
1800000,2012-12-01,2015-02-01,client services associate,Bengaluru,f,1990,84.0,state,2007,71.0,state,2,B.Tech/B.E.,EC,64.5,Andhra Pradesh,1970-01-01 00:00:00.000002011,375,485,345,0.376059586651545,215,300,0,0,0,420,0,-2.1175,-1.5273,0.5269,-0.5253,-1.0774,3,17,1970,20,401.6666666666667,176.5
180000,2012-10-01,2014-09-01,.net developer,kolkata,m,1986,51.0,cbse,2003,51.0,cbse,2,MCA,CS,74.0,Tamil Nadu,1970-01-01 00:00:00.000002011,375,405,395,0.600057182338341,435,0,0,0,0,0,0,0.2009,-1.2153,-0.7794,-0.5253,-0.2875,2,17,1970,16,391.6666666666667,126.66666666666667
400000,2012-06-01,2013-06-01,project engineer,Jeddah Saudi Arabia,m,1988,82.27,state,2006,80.58,state,2,B.Tech/B.E.,EC,61.0,Tamil Nadu,1970-01-01 00:00:00.000002010,495,465,575,0.124502074009537,275,233,0,180,0,0,0,-0.4173,-0.7473,-0.0537,0.2973,0.0284,1,18,1970,18,511.6666666666667,183.18333333333334
300000,2015-03-01,2015-04-01,java software engineer,Mumbai,m,1991,80.0,cbse,2008,60.0,cbse,2,B.Tech/B.E.,CS,61.0,Uttarakhand,1970-01-01 00:00:00.000002013,530,425,370,0.486747008438193,345,0,376,0,0,0,0,-0.3027,-0.7866,0.4711,0.1459,-1.4356,0,17,1970,21,441.6666666666667,160.33333333333334
500000,2011-11-01,2022-09-23,senior quality engineer,Bengaluru,m,1987,67.36,state,2008,74.96,state,2,B.Tech/B.E.,CS,72.6,Karnataka,1970-01-01 00:00:00.000002011,355,315,445,0.793580614548506,495,333,0,0,0,0,0,0.51,0.6568,1.1074,0.4148,0.8183,11,21,1970,17,371.6666666666667,166.51999999999998
620000,2011-01-01,2022-09-23,senior software engineer,Chennai,m,1989,87.16,state,2006,86.9,state,2,B.Tech/B.E.,CS,78.53,Andhra Pradesh,1970-01-01 00:00:00.000002010,535,485,555,0.735795709224656,475,0,0,0,0,0,0,-0.7264,-1.5273,-0.4891,0.4148,-1.2354,11,17,1970,19,525.0,200.23666666666668
250000,2013-07-01,2014-12-01,quality assurance engineer,Ghaziabad,f,1993,78.0,state,2008,71.0,state,2,B.Tech/B.E.,ME,73.5,Uttar Pradesh,1970-01-01 00:00:00.000002013,335,520,430,0.535862819499896,0,0,0,393,0,0,0,0.8463,0.2124,-0.6048,-0.8682,0.2889,1,15,1970,23,428.3333333333333,173.5
465000,2011-06-01,2022-09-23,technical lead,Pune,m,1989,75.83,state,2006,68.83,state,2,B.Tech/B.E.,CS,55.6,Maharashtra,1970-01-01 00:00:00.000002010,525,575,655,0.901489571371033,545,0,0,0,0,0,0,-2.8903,1.2808,0.8171,-0.8778,0.3444,11,17,1970,19,585.0,163.19333333333333
325000,2014-03-01,2015-04-01,software engineer,Chennai,f,1992,83.0,state,2009,85.0,state,2,B.Tech/B.E.,EC,70.0,Tamil Nadu,1970-01-01 00:00:00.000002013,535,410,370,0.338786347219528,375,292,0,0,313,0,0,-2.8879,-3.9501,-2.7565,-1.2486,-5.6512,1,17,1970,22,438.3333333333333,191.33333333333334
120000,2015-03-01,2022-09-23,php developer,Kolkata,m,1991,78.44,state,2009,70.14,state,2,B.Tech/B.E.,CS,76.0,West Bengal,1970-01-01 00:00:00.000002013,490,520,430,0.744758354008939,475,0,438,0,0,0,0,0.8463,-0.2871,0.9322,0.5262,0.6721,7,18,1970,21,480.0,173.91333333333333
100000,2012-07-01,2014-06-01,desktop support technician,KOLKATA,m,1989,65.0,state,2007,62.0,state,2,B.Tech/B.E.,EC,60.0,Orissa,1970-01-01 00:00:00.000002012,385,510,295,0.436962648056859,335,0,0,0,0,324,0,0.8463,0.8784,-0.6048,-0.7415,1.247,2,18,1970,19,396.6666666666667,147.0
350000,2014-06-01,2022-09-23,software engineer,Hyderabad,m,1992,73.6,state,2009,72.0,state,2,B.Tech/B.E.,CS,85.8,Orissa,1970-01-01 00:00:00.000002014,500,565,475,0.622642915849938,665,0,407,0,0,0,0,-0.0154,1.0449,1.7007,-0.4879,0.4805,8,17,1970,22,513.3333333333334,174.2
725000,2012-01-01,2022-09-23,systems engineer,Pune,m,1989,75.6,state,2006,73.6,state,2,B.Tech/B.E.,CS,73.5,Uttar Pradesh,1970-01-01 00:00:00.000002011,545,485,595,0.974396112538398,615,0,0,0,0,0,0,-0.5719,-0.1232,-0.4891,-0.1727,-0.7615,10,17,1970,19,541.6666666666666,173.7
240000,2015-01-01,2015-04-01,product development engineer,Chennai,m,1992,94.4,state,2010,86.0,state,2,B.Tech/B.E.,ME,8.13,Tamil Nadu,1970-01-01 00:00:00.000002014,535,630,545,0.459015840492937,0,0,0,376,0,0,0,0.4155,-0.6201,0.01,-0.6147,-0.4776,0,18,1970,22,570.0,183.11
1200000,2011-01-01,2022-09-23,engineer,Mumbai,m,1989,67.0,state,2006,62.0,state,2,B.Tech/B.E.,ME,72.0,Gujarat,1970-01-01 00:00:00.000002010,385,455,495,0.535862819499896,0,0,0,393,0,0,0,-1.4992,-0.2793,-0.344,-0.8778,-0.1295,11,17,1970,19,445.0,153.0
300000,2014-07-01,2022-09-23,data analyst,Bengaluru,m,1990,70.0,cbse,2007,65.0,cbse,2,B.Tech/B.E.,EC,68.0,West Bengal,1970-01-01 00:00:00.000002013,560,555,655,-1.0,415,0,0,0,0,0,0,-0.4463,1.3779,0.3174,-0.6147,-0.0943,8,17,1970,20,590.0,157.66666666666666
180000,2015-01-01,2015-04-01,corporate recruiter,Noida,m,1992,77.5,cbse,2010,83.2,cbse,2,B.Tech/B.E.,EC,78.39,Punjab,1970-01-01 00:00:00.000002014,440,415,385,0.112139438207403,0,228,0,0,0,206,0,-1.308,-1.6191,0.01,-0.1076,-2.0105,0,18,1970,22,413.3333333333333,186.82999999999998
335000,2013-12-01,2022-09-23,software engineer,Mumbai,m,1992,78.0,state,2009,83.0,state,2,B.Tech/B.E.,EC,64.86,Maharashtra,1970-01-01 00:00:00.000002013,300,470,575,0.229481754911755,0,266,0,0,0,393,0,0.0464,-0.2793,-0.4891,0.7673,-0.0506,9,17,1970,22,448.3333333333333,182.62
360000,2014-02-01,2022-09-23,project management officer, Delhi,m,1989,54.0,cbse,2009,49.0,state,2,B.Tech/B.E.,CS,62.0,Uttarakhand,1970-01-01 00:00:00.000002013,510,390,265,0.21678548596901,325,0,0,0,0,0,0,-1.1128,-0.5913,-1.2148,2.7356,0.3444,8,20,1970,19,388.3333333333333,123.66666666666667
260000,2012-08-01,2014-09-01,technical support engineer,Noida,m,1989,72.2,cbse,2007,77.4,cbse,2,B.Tech/B.E.,CS,73.26,Punjab,1970-01-01 00:00:00.000002012,545,535,525,0.765673581234011,485,0,0,0,0,0,0,0.3555,0.5008,-0.9245,-0.2902,1.0158,2,18,1970,19,535.0,174.02000000000004
240000,2014-05-01,2015-04-01,software engineer,mohali,f,1993,82.0,cbse,2010,74.0,cbse,2,B.Tech/B.E.,CS,80.7,Punjab,1970-01-01 00:00:00.000002014,605,445,510,0.744758354008939,395,0,438,0,0,0,0,-0.3027,0.2124,-1.9881,0.7798,-0.6692,1,17,1970,23,520.0,182.9
200000,2013-08-01,2022-09-23,network administrator,Noida,m,1993,73.6,state,2009,77.8,state,2,B.Tech/B.E.,EC,78.84,Punjab,1970-01-01 00:00:00.000002013,535,595,665,0.661834475840071,395,0,0,0,446,0,0,0.4155,0.7119,0.01,-0.2344,0.0973,9,16,1970,23,598.3333333333334,177.67999999999998
250000,2013-07-01,2015-04-01,sql developer,Hyderabad,f,1988,66.5,cbse,2005,64.0,cbse,2,B.Tech/B.E.,EC,59.0,Andhra Pradesh,1970-01-01 00:00:00.000002009,335,275,455,0.376059586651545,235,300,0,0,0,0,0,0.0464,-0.4353,-0.1988,0.0623,0.3444,2,17,1970,18,355.0,150.16666666666666
75000,2014-01-01,2015-01-01,application engineer,Trichy,m,1992,76.5,state,2009,84.0,state,2,B.Tech/B.E.,ME,87.2,Tamil Nadu,1970-01-01 00:00:00.000002013,380,440,385,0.414337426422751,0,0,0,366,0,0,0,-0.3027,-0.2871,0.01,0.0192,-0.6692,1,17,1970,22,401.6666666666667,189.56666666666666
180000,2013-08-01,2014-08-01,software developer,Bhopal,m,1988,67.2,cbse,2007,58.6,cbse,2,B.Tech/B.E.,CS,66.6,Madhya Pradesh,1970-01-01 00:00:00.000002012,630,565,620,0.842248322257836,465,0,469,0,0,0,0,-0.159,0.5454,0.3174,0.1459,-0.2859,1,19,1970,18,605.0,148.0
380000,2012-05-01,2022-09-23,programmer analyst,Bengaluru,f,1989,69.4,cbse,2007,69.8,cbse,2,B.Tech/B.E.,CS,77.3,Uttar Pradesh,1970-01-01 00:00:00.000002011,485,395,465,0.600057182338341,435,0,0,0,0,0,0,0.0464,-0.4353,-1.5051,0.0623,0.1864,10,18,1970,19,448.3333333333333,164.96666666666664
415000,2014-06-01,2022-09-23,assistant manager,PATNA,m,1993,74.8,state,2009,75.6,state,1,B.Tech/B.E.,CE,78.6,Bihar,1970-01-01 00:00:00.000002014,450,440,735,0.975246586805663,345,0,0,0,0,0,516,-1.308,0.3789,-1.6807,-1.2486,-0.4776,8,16,1970,23,541.6666666666666,176.59999999999997
210000,2014-08-01,2022-09-23,assistant manager,SHAHDOL,m,1992,91.2,state,2010,77.8,cbse,2,B.Tech/B.E.,CS,77.8,Orissa,1970-01-01 00:00:00.000002014,535,540,570,0.911395278391328,395,0,500,0,0,0,0,1.2772,0.2124,0.6248,-1.3753,0.4805,8,18,1970,22,548.3333333333334,194.93333333333334
265000,2010-10-01,2013-08-01,project engineer,Chennai,m,1988,91.9,state,2006,86.9,state,2,B.Tech/B.E.,ME,86.26,Tamil Nadu,1970-01-01 00:00:00.000002010,565,645,605,0.654107474545933,415,0,0,420,0,0,0,1.1283,0.6568,1.1074,-1.1128,0.5024,3,18,1970,18,605.0,207.55333333333334
325000,2014-09-01,2022-09-23,test engineer,Chennai,m,1992,72.4,icse,2010,72.8,icse,2,B.Tech/B.E.,EC,71.77,Telangana,1970-01-01 00:00:00.000002014,465,375,510,0.207392169717661,395,260,0,0,0,0,0,0.2718,0.8784,0.7785,-0.2344,0.0973,8,18,1970,22,450.0,169.12333333333333
120000,2014-12-01,2022-09-23,android developer,Kochi/Cochin,m,1992,80.0,state,2010,84.0,state,2,B.Tech/B.E.,EC,69.42,Kerala,1970-01-01 00:00:00.000002014,560,580,595,-1.0,445,0,0,0,0,0,0,0.2718,-1.2861,-1.527,-1.2486,-0.8608,8,18,1970,22,578.3333333333334,187.14
400000,2012-09-01,2015-05-01,senior engineer,Trivandrum,m,1990,91.0,state,2008,91.0,state,2,B.Tech/B.E.,ME,79.0,Kerala,1970-01-01 00:00:00.000002012,415,495,464,0.840840968763718,0,0,0,473,0,0,0,-0.4173,0.5008,-0.0537,0.29733,-0.5245,3,18,1970,20,458.0,208.33333333333334
330000,2014-04-01,2015-04-01,associate software engineer,Hyderabad,m,1992,68.3,state,2009,86.0,state,2,B.Tech/B.E.,CS,75.6,Telangana,1970-01-01 00:00:00.000002013,500,505,585,0.622642915849938,415,0,407,0,0,0,0,0.8463,0.0459,0.7785,0.653,1.4386,1,17,1970,22,530.0,179.5
625000,2011-01-01,2022-09-23,programmer,Chennai,m,1988,65.0,cbse,2006,75.0,state,2,B.Tech/B.E.,EC,65.0,Tamil Nadu,1970-01-01 00:00:00.000002010,465,375,585,0.985461394326131,485,500,0,0,0,0,0,1.1283,0.1888,-0.7794,0.6498,-1.0774,11,18,1970,18,475.0,161.66666666666666
425000,2013-03-01,2015-04-01,senior software engineer,Bengaluru,f,1989,92.64,state,2008,82.33,state,2,B.Tech/B.E.,CS,86.6,Karnataka,1970-01-01 00:00:00.000002012,475,485,595,0.884122511593735,535,0,0,0,0,0,0,1.0896,1.4368,0.0914,-0.4371,-0.1295,2,19,1970,19,518.3333333333334,203.83666666666667
330000,2014-08-01,2022-09-23,programmer analyst,Pune,m,1992,93.38,state,2010,79.83,state,2,B.Tech/B.E.,CS,72.3,Maharashtra,1970-01-01 00:00:00.000002014,500,585,575,0.911395278391328,495,0,500,0,0,0,0,1.4208,0.8784,1.0859,0.5262,0.4805,8,18,1970,22,553.3333333333334,197.30999999999997
350000,2015-03-01,2022-09-23,software engineer,Gurgaon,m,1992,58.17,state,2009,69.54,state,2,B.Tech/B.E.,CS,71.3,Rajasthan,1970-01-01 00:00:00.000002014,420,520,430,0.356536487724475,315,0,346,0,0,0,0,-0.4463,-0.6201,0.3174,0.9066,-0.8608,7,17,1970,22,456.6666666666667,151.4766666666667
350000,2014-07-01,2022-09-23,software engineer,Pune,m,1990,83.46,state,2008,61.83,state,2,B.Tech/B.E.,CS,73.0,Maharashtra,1970-01-01 00:00:00.000002014,430,435,450,0.953899775079926,535,0,530,0,0,0,0,0.7027,0.3789,0.3174,-1.1218,0.4805,8,18,1970,20,438.3333333333333,169.62333333333333
325000,2014-08-01,2022-09-23,quality assurance test engineer,Pune,m,1993,79.8,cbse,2010,85.2,cbse,2,B.Tech/B.E.,EL,72.63,Rajasthan,1970-01-01 00:00:00.000002014,615,555,345,0.423951396376433,435,0,0,0,388,0,0,-0.4463,-0.6201,-0.9122,-0.2344,-1.8189,8,17,1970,23,505.0,189.21
340000,2014-03-01,2015-04-01,quality engineer,Hyderabad,f,1992,76.0,state,2009,79.0,state,2,B.Tech/B.E.,CS,73.0,Telangana,1970-01-01 00:00:00.000002013,535,460,445,0.123016731640823,285,0,0,0,0,0,0,0.99,-0.1206,0.4711,0.5262,-0.6692,1,17,1970,22,480.0,179.33333333333334
410000,2013-02-01,2022-09-23,application developer,Pune,m,1991,83.33,state,2008,72.33,state,2,B.Tech/B.E.,EC,60.0,Maharashtra,1970-01-01 00:00:00.000002012,555,510,445,0.0587928000083534,0,200,0,0,0,0,0,-0.8772,1.5444,1.2396,-1.1218,1.0554,9,17,1970,21,503.3333333333333,175.66
600000,2012-12-01,2022-09-23,business analyst,Hyderabad,m,1991,69.8,cbse,2008,82.4,state,2,B.Tech/B.E.,CS,65.93,Telangana,1970-01-01 00:00:00.000002012,485,525,585,0.864685413370085,525,0,0,0,0,0,0,0.1623,0.3448,-0.4891,-0.4371,-0.7615,10,17,1970,21,531.6666666666666,174.17666666666665
275000,2013-09-01,2015-03-01,project coordinator,Pune,m,1988,75.12,cbse,2004,60.0,cbse,2,B.Tech/B.E.,EC,58.67,Maharashtra,1970-01-01 00:00:00.000002011,405,425,505,0.0587928000083534,0,200,0,0,0,0,0,-1.8083,-0.9033,0.0914,-0.0552,-0.1295,2,16,1970,18,445.0,154.67666666666668
330000,2013-10-01,2022-09-23,software development engineer,Chennai,f,1991,83.0,cbse,2008,66.0,cbse,2,B.Tech/B.E.,ME,78.0,Orissa,1970-01-01 00:00:00.000002012,305,515,495,0.714529363243447,0,0,0,435,0,0,0,0.9737,0.2668,0.5994,0.6498,-0.9194,9,17,1970,21,438.3333333333333,175.0
210000,2013-06-01,2014-04-01,web designer,Noida,m,1992,75.6,state,2008,72.8,state,2,B.Tech/B.E.,CS,75.8,Uttar Pradesh,1970-01-01 00:00:00.000002013,335,470,440,0.744758354008939,525,0,438,0,0,0,0,-0.7335,0.2124,1.0859,-0.2344,0.6721,1,16,1970,22,415.0,173.66666666666663
250000,2013-03-01,2015-01-01,java software engineer,Bengaluru,m,1989,55.0,cbse,2007,56.0,state,2,B.Tech/B.E.,CS,71.0,Tamil Nadu,1970-01-01 00:00:00.000002012,580,470,605,0.525922584252055,415,433,0,0,0,0,0,-0.5899,-0.1206,-0.2974,-0.1076,-0.4776,2,18,1970,19,551.6666666666666,134.66666666666666
265000,2012-06-01,2014-06-01,software engineer,Bengaluru,m,1989,87.2,state,2007,74.33,state,2,B.Tech/B.E.,CS,69.0,Karnataka,1970-01-01 00:00:00.000002011,735,505,475,0.735795709224656,475,0,0,0,0,0,0,0.6646,0.3448,-0.344,-0.0552,-0.1295,2,18,1970,19,571.6666666666666,184.53
370000,2011-02-01,2012-09-01,project engineer,Hyderabad,m,1989,76.0,state,2005,71.0,state,2,B.Tech/B.E.,CS,70.0,Uttar Pradesh,1970-01-01 00:00:00.000002010,345,475,625,0.342314899911815,365,0,0,0,0,0,0,0.3555,1.2808,1.3977,-0.9953,-0.2875,1,16,1970,19,481.6666666666667,170.33333333333334
275000,2014-04-01,2015-04-01,business systems analyst,Bengaluru,m,1991,70.5,state,2009,69.5,state,2,B.Tech/B.E.,CS,69.36,Tamil Nadu,1970-01-01 00:00:00.000002013,465,435,425,0.308400582860308,355,0,0,0,0,0,0,0.7027,1.2114,-0.1437,-0.4879,0.8637,1,18,1970,21,441.6666666666667,163.12
300000,2010-09-01,2013-10-01,senior engineer,Chandrapur,m,1987,63.0,cbse,2006,59.0,cbse,2,B.Tech/B.E.,EC,58.0,Andhra Pradesh,1970-01-01 00:00:00.000002010,335,255,365,0.376059586651545,215,300,0,0,0,0,0,-1.3447,-0.5913,-1.5051,-0.2902,-0.7615,3,19,1970,17,318.3333333333333,141.33333333333334
105000,2013-10-01,2013-07-01,electrical project engineer,Lucknow,f,1990,77.4,cbse,2008,68.8,cbse,2,B.Tech/B.E.,EC,75.16,Uttar Pradesh,1970-01-01 00:00:00.000002013,625,500,560,0.758379883023504,0,433,0,0,473,0,0,0.1282,-0.2871,1.2396,-0.3612,-0.8608,0,18,1970,20,561.6666666666666,171.25333333333333
600000,2013-08-01,2014-12-01,industrial engineer,Ahmedabad,m,1990,91.6,cbse,2008,82.4,cbse,1,B.Tech/B.E.,other,81.9,Madhya Pradesh,1970-01-01 00:00:00.000002013,615,605,725,0.945134855960355,0,0,0,526,0,0,0,-1.1644,-0.7866,-1.2196,0.653,-1.6273,1,18,1970,20,648.3333333333334,201.3
325000,2014-08-01,2022-09-23,java software engineer,Navi Mumbai,f,1992,75.0,cbse,2009,76.0,cbse,2,B.Tech/B.E.,CS,73.0,Madhya Pradesh,1970-01-01 00:00:00.000002014,580,495,440,0.744758354008939,445,0,438,0,0,0,0,1.2772,1.5444,1.0859,-1.7556,0.8637,8,17,1970,22,505.0,175.33333333333334
340000,2014-08-01,2022-09-23,.net developer,Hyderabad,f,1992,88.04,cbse,2010,89.04,cbse,1,B.Tech/B.E.,CS,87.0,Uttar Pradesh,1970-01-01 00:00:00.000002014,510,535,605,0.953899775079926,575,0,530,0,0,0,0,-0.4463,1.7109,1.0859,-0.7415,1.0554,8,18,1970,22,550.0,206.08
300000,2014-10-01,2022-09-23,senior network engineer,gurgaon,f,1992,81.0,cbse,2009,65.0,cbse,2,B.Tech/B.E.,EC,69.1,Uttar Pradesh,1970-01-01 00:00:00.000002014,545,545,370,0.75618011362902,365,0,0,0,0,388,0,0.8463,1.2114,-0.4511,-0.4879,-0.0943,8,17,1970,22,486.6666666666667,169.03333333333333
180000,2014-01-01,2015-04-01,software developer,Bengaluru,m,1991,87.2,state,2009,71.67,state,2,B.Tech/B.E.,CS,74.55,Karnataka,1970-01-01 00:00:00.000002013,325,470,470,0.356536487724475,505,0,346,0,0,0,0,1.7081,1.3779,1.3933,-0.2344,1.6302,1,18,1970,21,421.6666666666667,183.72
420000,2012-10-01,2022-09-23,data analyst,Bengaluru,m,1991,75.0,state,2007,75.0,state,2,B.Tech/B.E.,CS,70.0,Uttar Pradesh,1970-01-01 00:00:00.000002011,555,545,635,0.979521744319216,625,0,0,0,0,0,0,1.2828,1.5928,0.2366,-1.2303,0.6603,10,16,1970,21,578.3333333333334,173.33333333333334
320000,2011-08-01,2015-04-01,sr. engineer,Bhopal ,m,1989,58.0,state,2006,67.0,state,2,B.Tech/B.E.,EL,69.0,Uttar Pradesh,1970-01-01 00:00:00.000002011,215,365,425,0.376059586651545,0,300,0,0,0,313,0,-1.4992,-2.3073,-2.0856,-0.0552,-2.8152,4,17,1970,19,335.0,148.0
210000,2013-08-01,2014-01-01,programmer,Jaipur,m,1992,75.0,cbse,2009,73.2,cbse,2,B.Tech/B.E.,CS,64.3,Rajasthan,1970-01-01 00:00:00.000002013,555,545,650,0.735795709224656,475,0,0,0,0,0,0,1.4208,-0.1206,-0.6048,-0.7415,-0.2859,1,17,1970,22,583.3333333333334,169.63333333333333
100000,2014-01-01,2022-09-23,software developer,pune,m,1990,70.58,state,2008,60.36,state,2,B.Tech/B.E.,CS,61.44,Maharashtra,1970-01-01 00:00:00.000002013,440,385,500,-1.0,0,0,0,0,0,0,0,1.2772,0.7119,2.1617,2.9349,0.6721,8,18,1970,20,441.6666666666667,151.42
350000,2013-06-01,2022-09-23,business analyst consultant,Hyderabad,m,1992,61.2,cbse,2009,60.0,cbse,2,B.Tech/B.E.,CS,65.6,Madhya Pradesh,1970-01-01 00:00:00.000002013,570,595,370,0.765673581234011,485,0,0,0,0,0,0,-0.159,0.7119,1.0859,-0.3612,0.0973,9,17,1970,22,511.6666666666667,143.06666666666666
720000,2010-11-01,2022-09-23,software engineer,Hyderabad,m,1988,85.6,state,2006,90.6,state,2,B.Tech/B.E.,EC,68.4,Telangana,1970-01-01 00:00:00.000002010,395,425,575,0.229481754911755,435,266,0,0,0,0,0,0.8192,0.5008,0.3817,-0.0552,-0.2875,12,18,1970,18,465.0,199.0
400000,2012-05-01,2015-05-01,programmer analyst,Bengaluru,m,1988,62.0,cbse,2006,61.0,cbse,2,B.Tech/B.E.,CS,73.94,Madhya Pradesh,1970-01-01 00:00:00.000002011,575,355,605,0.819416529835888,505,0,0,0,0,0,0,-0.2628,-0.5913,-0.1988,0.0623,-0.1295,3,18,1970,18,511.6666666666667,147.64666666666668
465000,2013-02-01,2022-09-23,software engineer,Chennai,m,1988,68.0,state,2009,82.0,state,2,B.Tech/B.E.,CS,68.0,Tamil Nadu,1970-01-01 00:00:00.000002012,565,565,365,0.635978756456794,445,0,0,0,0,0,0,-1.0355,0.5008,-0.1988,-0.0552,0.6603,9,21,1970,18,498.3333333333333,172.66666666666666
325000,2014-06-01,2022-09-23,test engineer,Hyderabad,m,1991,82.4,cbse,2010,85.8,cbse,1,B.Tech/B.E.,CS,75.1,Punjab,1970-01-01 00:00:00.000002014,590,545,735,0.486747008438193,555,0,376,0,0,0,0,1.4208,1.0449,1.2396,-0.4879,0.4805,8,19,1970,21,623.3333333333334,193.23333333333332
200000,2011-08-01,2012-06-01,software engineer,delhi,m,1991,71.17,state,2007,72.4,state,2,B.Tech/B.E.,CS,69.68,Uttar Pradesh,1970-01-01 00:00:00.000002011,505,445,435,0.864685413370085,525,0,0,0,0,0,0,-1.3447,-0.4353,-0.1988,-0.0552,-1.7093,1,16,1970,21,461.6666666666667,166.79666666666665
350000,2014-03-01,2015-05-01,software engineer,Pune,f,1990,77.0,cbse,2008,63.0,cbse,2,B.Tech/B.E.,CS,73.6,Uttar Pradesh,1970-01-01 00:00:00.000002013,590,375,560,0.377551419424541,375,0,0,0,0,0,0,-1.1644,-2.9511,-1.6807,-0.8682,-3.1602,1,18,1970,20,508.3333333333333,164.53333333333333
300000,2014-07-01,2022-09-23,programmer analyst,Pune,m,1990,62.4,state,2008,74.8,state,2,B.Tech/B.E.,CS,69.51,Madhya Pradesh,1970-01-01 00:00:00.000002012,450,350,245,0.0800552813405495,334,0,253,0,0,0,0,1.5644,0.2124,-0.4511,0.0192,1.247,8,18,1970,20,348.3333333333333,160.37
300000,2014-10-01,2022-09-23,software developer,Bengaluru,m,1992,78.4,state,2010,84.0,state,2,B.Tech/B.E.,EC,72.6,Karnataka,1970-01-01 00:00:00.000002014,420,580,500,0.943272157866555,375,452,0,0,0,420,0,-1.4517,-1.6191,0.01,0.2727,-2.7769,8,18,1970,22,500.0,186.6
